"135","abhadra",,1-2,失礼,Rude,
"134","abhakta",,1-2,献身的ではない,Undevoted,
"136","abhinava",,1-2,革新的,Innovative,
"137","abhivṛṣṭa",,1-2,降雨,Rainfall,
"138","abhiṣṭidyumna",,1-2,Abhishtidyumna,Abhishtidyumna,
"140","abhyalaṃkṛta",,1-2,装飾,ornamented,
"139","abhyantarakalpa",,1-2,アビヤンタラカルパ,Abhyantarakalpa,
"133","abjit",,3con,アブジット,Abjit,
"132","abudhna",,1-2,無視する,Ignorant,
"56","acara",,1-2,不変,Immutable,
"62","accha",,1-2,良い,Good,
"57","acira",,1-2,Achir,Achir,
"61","acirau",,4u,あちろう,Achirou,
"63","acyuta",,1-2,Achyut,Achyut,
"79","adara",,1-2,アダール,Adar,
"84","adhama",,1-2,劣る,inferior,
"85","adhara",,1-2,唇,lips,
"86","adhika",,1-2,もっと,More,
"80","aditi",,3i,アディティ,Aditi,
"82","adruh",,3s,Adruh,Adruh,
"83","advaita",,1-2,Advaita,Advaita,
"81","adṛṣṭa",,1-2,隠れた,hidden,
"43","aga",,1-2,8月,Aug,
"44","agada",,1-2,アガド,Agad,
"45","agamya",,1-2,アクセスできません,inaccessible,
"54","agha",,1-2,アガ,Agha,
"50","agnicit",,3con,Agnichit,Agnichit,
"51","agnihotra",,1-2,アグニホトラ,Agnihotra,
"49","agohya",,1-2,見えない,Invisible,
"52","agra",,1-2,ヒント,tip,
"53","agrima",,1-2,次,next,
"48","aguru",,4u,アグル,Aguru,
"47","aguṇa",,1-2,始めた,Agun,
"46","agādha",,1-2,深遠,profound,
"205","ahaṃkārin",,3n,自慢の,Egotistical,
"335","aindava",,1-2,Aindav,Aindav,
"334","aitihāsika",,1-2,歴史的,Historical,
"336","aiśa",,1-2,灰,Ashes,
"64","aja",,1-2,今日,Today,
"65","ajara",,1-2,半開き,Ajar,
"66","ajira",,1-2,アジル,Azir,
"69","ajrya",,1-2,Ajrya,Ajrya,
"70","ajvara",,1-2,熱,Fever,
"68","ajña",,1-2,無視する,Ignorant,
"67","ajīrṇa",,1-2,消化不良,Indigestion,
"8","akampya",,1-2,揺るぎない,Unshakable,
"7","akaniṣṭha",,1-2,劣る,Inferior,
"9","akarmaka",,1-2,イントランジティブ,intransitive,
"10","akarman",,3n,アカルマーン,Akarmaan,
"6","akathita",,1-2,語られない,untold,
"24","akeśa",,1-2,Akesh,Akesh,
"41","akhaṇḍa",,1-2,積分,Integral,
"42","akhila",,1-2,アキル,Akhil,
"15","akiñcana",,1-2,あきんちゃん,Akinchan,
"28","akliṣṭa",,1-2,単純な,Uncomplicated,
"27","aklānta",,1-2,疲れ知らず,tireless,
"26","akrūra",,1-2,Akrur,Akrur,
"25","akta",,1-2,10月,Oct,
"17","akuśala",,1-2,非効率的な,Inefficient,
"14","akāla",,1-2,飢饉,famine,
"11","akāma",,1-2,Akam,Akam,
"12","akāraṇa",,1-2,理由もなく,for no reason,
"13","akārya",,1-2,動作不能,Inoperable,
"16","akīrtikara",,1-2,恥ずべき,Disgraceful,
"18","akūpāra",,1-2,アキュパー,Acupar,
"19","akṛta",,1-2,やり直し,Undone,
"20","akṛtajña",,1-2,恩知らず,ungrateful,
"22","akṛtya",,1-2,非アクティブ,Inactivity,
"21","akṛtārtha",,1-2,満たされていない,Unfulfilled,
"23","akṛṣṭa",,1-2,魅力的でない,unattractive,
"30","akṣama",,1-2,無効にする,disable,
"31","akṣamya",,1-2,許せない,Unforgivable,
"34","akṣara",,1-2,手紙,Letters,
"29","akṣata",,1-2,Akshat,Akshat,
"32","akṣaya",,1-2,無尽蔵,Inexhaustible,
"33","akṣayya",,1-2,無尽蔵,Inexhaustible,
"36","akṣita",,1-2,Akshit,Akshit,
"38","akṣobha",,1-2,乱されていない,unperturbed,
"39","akṣobhya",,1-2,揺るぎない,unshakable,
"37","akṣuṇṇa",,1-2,無傷,Intact,
"35","akṣāra",,1-2,アルファベット,Alphabet,
"40","akṣṇayā",,1-2,アクシャヤ,Akshaya,
"169","alasa",,1-2,怠惰,Laziness,
"168","alaṃkṛta",,1-2,装飾,ornamented,
"170","alpa",,1-2,小さい、若い,"small, little, young",
"171","alpaprāṇa",,1-2,短命,short-lived,
"143","amala",,1-2,アマル,Amal,
"141","amanas",,3con,アマンス,Amans,
"142","amara",,1-2,不滅,Immortal,
"144","amavat",,3con,アマバット,Amavat,
"148","amedhya",,1-2,汚れた,unclean,
"145","amitra",,1-2,アミトラ,Amitra,
"146","amṛta",,1-2,梨,pear,
"147","amṛtā",,1-2,アムリタ,Amrita,
"88","anakṣ",,3s,Anx,Anx,
"91","ananta",,1-2,無限,Infinite,
"90","ananumeya",,1-2,許可されない,Unpermissible,
"92","ananya",,1-2,エクスクルーシブ,exclusive,
"93","anavapṛgṇa",,1-2,説明のつかない,Unexplained,
"87","anaṃta",,1-2,インフィニティ,Infinity,
"89","anaṅga",,1-2,アナン,Anang,
"119","andha",,1-2,盲目,blind,
"113","anedya",,1-2,アネディア,Anedya,
"112","aneka",,1-2,たくさんの,Many,
"100","anindriya",,1-2,無感覚,Insensible,
"101","aniruddha",,1-2,アニルッダ,Aniruddha,
"99","anitya",,1-2,普通でない,unusual,
"120","anna",,1-2,穀物,cereal,
"114","anta",,1-2,終わり,The end,
"115","antama",,1-2,最後のもの,The last one,
"116","antara",,1-2,違い,The difference,
"117","antavat",,3con,ついに,Finally,
"118","antārāṣṭriya",,1-2,国際的,International,
"104","anudātta",,1-2,承諾する,granted,
"103","anuka",,1-2,アヌク,Anuk,
"107","anuloma",,1-2,アヌロム,Anulom,
"106","anumeya",,1-2,許容される,Permissible,
"105","anunāsika",,1-2,鼻,Nasal,
"109","anusāra",,1-2,によると,According to,
"108","anuśāsaka",,1-2,懲戒者,Disciplinarian,
"121","anya",,1-2,その他,Others,
"122","anyonya",,1-2,お互い,Each other,
"98","anāhāra",,1-2,飢餓,starvation,
"96","anāmaya",,1-2,アナマヤ,Anamaya,
"95","anāpatti",,3i,異議なし,No objection,
"97","anārya",,1-2,無視する,Ignorant,
"94","anātha",,1-2,孤児,Orphan,
"102","anīśa",,1-2,アニッシュ,Anish,
"110","anūpa",,1-2,アヌープ,Anoop,
"111","anṛkṣara",,1-2,アンリクシャラ,Anrikshara,
"123","apara",,1-2,アッパー,Upper,
"125","aparimāṇa",,1-2,計り知れない,immense,
"127","aparyuṣita",,1-2,未熟,unripe,
"126","aparyāpta",,1-2,不十分,Insufficient,
"124","aparādhin",,3n,犯罪者,The criminal,
"128","apeya",,1-2,Apey,Apey,
"129","apracetas",,3con,アプラチェタス,Aprachetas,
"130","aprati",,3i,複製されていません,Unreplicated,
"131","apratima",,1-2,比類のない,Unparalleled,
"154","aramati",,3i,アルマティ,Armati,
"155","arasa",,1-2,アラス,Aras,
"153","araṇa",,1-2,アラン,Aran,
"164","arbha",,1-2,Arbh,Arbh,
"165","arbhaga",,1-2,Arbhag,Arbhag,
"158","arc",,3s,アーチ,Arch,
"161","ardha",,1-2,半分,half,
"162","ardhaka",,1-2,の半分,Half of the,
"166","arhat",,1-2,羅漢,Arhat,
"167","arhita",,1-2,Arhit,Arhit,
"156","aritra",,1-2,アリトラ,Aritra,
"159","arjita",,1-2,稼いだ,Earned,
"160","arjuna",,1-2,アルジュナ,Arjuna,
"163","arpaṇa",,1-2,募集,Offering,
"157","aruṣa",,1-2,アルーシャ,Arusha,
"197","asahāya",,1-2,無力,Helpless,
"195","asat",,3con,間違い,False,
"196","asatya",,1-2,間違い,false,
"193","asaṃkḷpta",,1-2,簡略化されていない,Unabridged,
"194","asaṅkhyeya",,1-2,無数,Innumerable,
"203","asecana​",,1-2,灌漑,Irrigation,
"202","asinva",,1-2,Asinv,Asinv,
"200","asita",,1-2,Asit,Asit,
"201","asitabhrū",,4u,Asitabhru,Asitabhru,
"204","asthira",,1-2,不安定,Unstable,
"198","asādhāraṇa",,1-2,並外れた,Extraordinary,
"199","asāra",,1-2,Asar,Asar,
"72","atala",,1-2,アタル,Atal,
"78","atharvāṅgirasa",,1-2,Atharvangiras,Atharvangiras,
"73","atikāya",,1-2,過剰な体,Excessive body,
"74","atireka",,1-2,過剰,Excess,
"76","atulya",,1-2,比類のない,Incomparable,
"77","atyadbhuta",,1-2,非常に素晴らしい,Extremely wonderful,
"75","atīta",,1-2,合格した,passed,
"172","avadhāraṇa",,1-2,概念,Concept,
"178","avaidika",,1-2,非ヴェーダ,non-Vedic,
"173","avaśin",,3n,Avshin,Avshin,
"175","avidvas",,1-2,Avidvas,Avidvas,
"174","avidya",,1-2,Avidya,Avidya,
"176","avināśya",,1-2,不滅,Indestructible,
"179","avyaya",,1-2,無限大,Infinitive,
"180","avyākṛta",,1-2,説明のつかない,Unexplained,
"177","avīci",,3i,アビチ,Avichi,
"151","ayodhya",,1-2,アヨディア,Ayodhya,
"152","ayodhyā",,1-2,アヨディア,Ayodhya,
"150","ayudhya",,1-2,アユディア,Ayudhya,
"149","ayuta",,1-2,アユット,Ayut,
"181","aśakta",,1-2,無効,Disabled,
"185","aśrumukha",,1-2,涙の顔,Tearful face,
"184","aśrīra",,1-2,Ashrir,Ashrir,
"183","aśubha",,1-2,不吉,Ominous,
"182","aśuddha",,1-2,正しくない,Incorrect,
"186","aśvattha",,1-2,アシュヴァッタ,Ashvattha,
"187","aśvaścandra",,1-2,アシュワチャンドラ,Ashwa Chandra,
"188","aśvin",,3n,アシュウィン,Ashwin,
"4","aṃhu",,4u,アンフー,Anhu,
"3","aṃsala",,1-2,アンサル,Ansal,
"1","aṃśaka",,1-2,分母,Denominator,
"2","aṃśumat",,3con,アンシュマット,Anshumat,
"55","aṅkita",,1-2,マークされた,marked,
"71","aṇu",,4u,分子,Molecules,
"5","aṛṇin",,4u,アリニン,Arinin,
"190","aṣāl̤ha",,1-2,アシャル,Ashalh,
"189","aṣāḍha",,1-2,アシャド,Ashadh,
"191","aṣṭaka",,1-2,アシュタカ,Ashtaka,
"192","aṣṭama",,1-2,第8,Eighth,
"890","babhru",,4u,ビーバー,Beaver,
"886","baddha",,1-2,バウンド,Bound,
"887","badhira",,1-2,聴覚障がい,deaf,
"894","bahu",,4u,多数,Multiple,1
"895","bahuka",,1-2,多数,Multiple,1
"897","bahula",,1-2,多くの,plenty,1
"896","bahumūlya",,1-2,貴重,Precious,
"898","bahuvikalpīya​",,1-2,複数の選択肢,Multiple choice,
"899","bahuvrīhi",,3i,複数,Plural,
"900","bahvṛca",,1-2,バーブリッヒ,Bahvrich,
"913","baijika",,1-2,バジック,Bagic,
"892","bala",,1-2,力,force,
"893","balīvardaḥ",,1-2,バリヴァルダ,Balivardah,
"889","bandhana",,1-2,ボンデージ,Bondage,
"888","bandin",,3n,バンディン,Bandin,
"891","barbara",,1-2,野蛮人,Barbarians,
"928","bhadra",,1-2,紳士,Gentleman,
"923","bhagna",,1-2,壊れた,Broken,
"922","bhakta",,1-2,信者,devotee,
"935","bhalla",,1-2,バラ,Bhalla,
"931","bhara",,1-2,塗りつぶし,fill,
"933","bharat",,3con,バーラト,Bharat,
"932","bharaṇa",,1-2,充填,Filling,
"934","bhariṣa",,1-2,バリッシュ,Bharish,
"964","bhauma",,1-2,地球,Earth,
"936","bhavat",,3con,あなたはされています,You've been,
"937","bhavitavya",,1-2,将来,future,
"938","bhaviṣya",,1-2,将来,future,
"939","bhavya",,1-2,壮大,magnificent,
"929","bhayaṃkara",,1-2,ひどい,Terrible,
"930","bhayaṅkara",,1-2,ひどい,Terrible,
"925","bhañjaka",,1-2,ブレーカ,Breaker,
"926","bhañjin",,3n,バンジン,Bhanjin,
"924","bhaṅga",,1-2,違反,breach,
"927","bhaṭṭa",,1-2,バット,Bhatt,
"960","bheṣaja",,1-2,薬剤師,Pharmacist,
"961","bheṣajya",,1-2,薬,Medicine,
"949","bhid",,3s,ビッド,Bhid,
"950","bhinna",,1-2,刺す,stab,
"962","bhogya",,1-2,楽しい,enjoyable,
"963","bhojana",,1-2,お食事,meal,
"955","bhugna",,1-2,ブグナ,Bhugna,
"940","bhāgavata",,1-2,バガヴァット,Bhagavat,
"941","bhāgya",,1-2,運命,fate,
"942","bhāra",,1-2,ロード,load,
"943","bhārata",,1-2,インド,India,
"944","bhārika",,1-2,重い,Heavy,
"945","bhārin",,3n,バリン,Bharin,
"946","bhāvita",,1-2,感情の,emotional,
"947","bhāvya",,1-2,未来,Future,
"948","bhāṣita",,1-2,話した,spoken,
"952","bhīma",,1-2,ビム,Bhim,
"951","bhīta",,1-2,腰抜け,coward,
"953","bhīṣaṇa",,1-2,ひどい,Terrible,
"954","bhīṣma",,1-2,ビシュマ,Bhishma,
"958","bhūri",,3i,ブリー,Bhuri,
"956","bhūta",,1-2,その間,been,
"957","bhūtamaya",,1-2,幽霊のような,Ghostly,
"959","bhūṣaṇa",,1-2,装飾品,ornaments,
"914","bodhana",,1-2,啓発,Enlightenment,
"915","bodhi",,3i,菩提,Bodhi,
"916","bradhna",,1-2,ブラッドナ,Bradhna,
"918","brahmodya",,1-2,Brahmodya,Brahmodya,
"917","brahmāṇḍa",,1-2,大宇宙,The universe,
"919","brāhma",,1-2,ブラフマ,Brahma,
"920","brāhmaṇa",,1-2,ブラミンズ,Brahmins,
"921","brāhmi",,3i,ブラフミ,Brahmi,
"909","bubhukṣita",,1-2,お腹がすいた,hungry,
"910","bubhukṣu",,4u,お腹がすいた,hungry,
"906","buddha",,1-2,仏,Buddha,
"907","budh",,3s,水星,Mercury,
"908","budhna",,1-2,水曜日,Wednesday,
"905","bāhya",,1-2,外部の,external,
"902","bāla",,1-2,マイナー,minor,
"903","bāliśa",,1-2,子供っぽい,Childish,
"904","bāl̤ha",,1-2,バル,Balh,
"901","bāḍha",,1-2,洪水,Floods,
"912","bṛhant",,3con,ブラント,Brhant,
"911","bṛhat",,1-2,大きい,large,
"481","cakṣus",,3con,目,The eyes,
"486","candra",,1-2,ムーン,The moon,
"487","candrin",,3n,チャンドリン,Chandrin,
"483","catura",,1-2,頭がいい,Clever,
"484","caturaṅga",,1-2,チェス,chess,
"485","caturtha",,1-2,IV,IV,
"482","caṇḍa",,1-2,チャンダ,Chand,
"498","chid",,3s,穴,The hole,
"499","chidra",,1-2,穴,hole,
"500","chinna",,1-2,切る,cut,
"491","cikkaṇa",,1-2,スムーズ,Smooth,
"492","cikkiṇa",,1-2,チキン,Chikkin,
"495","cira",,1-2,Chir,Chir,
"493","citra",,1-2,写真,picture,
"494","citrabhānu",,4u,Chitrabhanu,Chitrabhanu,
"496","cukṣobhayiṣu",,4u,かき混ぜながら,in the stirring,
"489","cāndra",,1-2,ムーン,The moon,
"490","cāru",,4u,エレガント,elegant,
"488","cāturmāsya",,1-2,チャトゥルマシャ,Chaturmasya,
"497","cūrṇa",,1-2,粉,Powder,
"598","dagdha",,1-2,焦げた,Burnt,
"609","dahana",,1-2,燃焼,Combustion,
"654","dainika",,1-2,毎日,Daily,
"653","daitya",,1-2,悪魔,demon,
"656","daiva",,1-2,運命,Destiny,
"655","daiya",,1-2,与える,gives,
"597","dakṣiṇa",,1-2,南,south,
"601","dantamūlīya",,1-2,歯根,Dental root,
"602","dantya",,1-2,歯科,Dental,
"604","dartnu",,4u,ダルトヌ,Dartnu,
"603","dartṛ",,3r,ダートル,Dartr,
"605","darśana​",,1-2,ダルシャン,Darshan,
"599","datta",,1-2,ダット,Dutt,
"600","dattaka",,1-2,養子,Adoptive,
"607","daśama",,1-2,十,ten,
"608","daśaratha",,1-2,ダサラサ,Dasaratha,
"606","daśat",,3con,ダシャット,Dashat,
"646","deva",,1-2,神,God,
"648","devaputra",,1-2,神々の息子,Son of the gods,
"647","devatāsahāyin",,3n,デヴァタサハイン,Devatasahayin,
"649","devayāna",,1-2,デヴァヤン,Devayan,
"650","deśaja",,1-2,ネイティブ,native,
"652","deśya",,1-2,国,Country,
"651","deśīya",,1-2,ネイティブ,Native,
"667","dhanaṃjaya",,1-2,ダナンジェイ,Dhananjay,
"669","dhanika",,1-2,リッチ,rich,
"670","dhanin",,3n,リッチ,Rich,
"672","dhanya",,1-2,祝福された,blessed,
"668","dhanāḍhya",,1-2,リッチ,rich,
"671","dhanī",,3i,裕福,wealthy,
"674","dharmin",,3n,ダーミン,Dharmin,
"673","dharuṇa",,1-2,ダルン,Dharun,
"675","dhavala",,1-2,白い,white,
"686","dhenu",,4u,牛,Cow,
"678","dhiṣṇya",,1-2,ディシュニャ,Dhishnya,
"687","dhruva",,1-2,Dhruv,Dhruv,
"681","dhuni",,3i,曲,The tune,
"688","dhvānta",,1-2,暗闇,Darkness,
"676","dhārita",,1-2,開催,held,
"677","dhārmika",,1-2,宗教的,religious,
"679","dhīra",,1-2,Dheer,Dheer,
"680","dhīrya",,1-2,忍耐,Patience,
"682","dhūrta",,1-2,ずるい,sly,
"683","dhṛta",,1-2,Dhrut,Dhrut,
"684","dhṛṣu",,4u,ドルシュ,Dhrushu,
"685","dhṛṣṭa",,1-2,傲慢,arrogant,
"620","didhakṣu",,4u,ディダクシュ,Didhakshu,
"618","digdha",,1-2,ディグダ,Digdha,
"621","dina",,1-2,日,Day,
"622","dirghāyu",,4u,長寿,Longevity,
"623","divya",,1-2,神,Divine,
"619","diṅmukha",,1-2,南向き,South-faced,
"658","dravya",,1-2,もの,things,
"661","drogha",,1-2,ドロガ,Drogha,
"660","druhvan",,3n,Druhvan,Druhvan,
"659","drāviḍa",,1-2,ドラヴィッド,Dravid,
"629","dugdha",,1-2,牛乳,Milk,
"638","duh",,3s,ええと,Duh,
"633","durbala",,1-2,弱い,Weak,
"632","durdānta",,1-2,ダーダント,Durdant,
"630","durga",,1-2,要塞,Fortress,
"631","durjana",,1-2,ウィキッド,The wicked,
"636","durlabha",,1-2,不足している,scarce,
"635","durmanas",,3con,ダーマナス,Durmanas,
"634","durmati",,3i,悪意のある,ill-intentioned,
"637","duvasyu",,4u,Duvasyu,Duvasyu,
"626","duḥkha",,1-2,苦しむ,suffer,
"627","duḥkhin",,3n,苦しむ,Suffering,
"628","duḥkhī",,3i,悲しい,Sad,
"666","dvaimātura",,1-2,Dvaimatur,Dvaimatur,
"662","dvaya",,1-2,二,Two,
"664","dvi",,irr,2,two,
"665","dvitīya",,1-2,第二に,Secondly,
"663","dvādaśāha",,1-2,12,Twelve,
"657","dyumnin",,3n,デュムニン,Dyumnin,
"610","dākṣiṇya",,1-2,南部性,Southernity,
"612","dānin",,3n,ダニン,Danin,
"611","dāninī",,3i,ダニニ,Danini,
"614","dānu",,4u,ダヌ,Danu,
"613","dānī",,3i,慈善,charitable,
"615","dāra",,1-2,ダール,Dar,
"616","dāru",,4u,アルコール,Alcohol,
"617","dāruṇa",,1-2,ひどい,Terrible,
"624","dīna",,1-2,ディーン,Deen,
"625","dīrgha",,1-2,長いです,Long,
"641","dūl̤abha",,1-2,レア,rare,
"639","dūra",,1-2,遠く,far away,
"640","dūradarśana",,1-2,ドアダルシャン,Doordarshan,
"643","dṛl̤ha",,1-2,Drlh,Drlh,
"644","dṛśya",,1-2,視力,sight,
"642","dṛḍha",,1-2,固い,Firm,
"645","dṛṣṭa",,1-2,見た,seen,
"325","eka",,1-2,1,One,
"326","ekākin",,3n,エカキン,Ekakin,
"327","ekārtha",,1-2,単音節,monosyllabic,
"328","ekāsanika",,1-2,Ekasnic,Ekasnic,
"330","eva",,1-2,イブ,Eve,
"332","evaṃgata",,1-2,たとえそうであっても,Even so,
"331","evaṃkratu",,1-2,Evamkratu,Evamkratu,
"329","eḍa",,1-2,エド,Ed,
"333","eṣa",,1-2,これです,This is it,
"446","ga",,1-2,c,c,
"451","gabhasti",,3i,Gabhasti,Gabhasti,
"452","gabhīra",,1-2,深遠,profound,
"453","gamanīya",,1-2,アクセス可能,Accessible,
"454","gambhīra",,1-2,深刻,Serious,
"450","gandhi",,3i,におい,The smell,
"455","garbhadhārita",,1-2,妊娠中,Pregnant,
"456","garbhiṇī",,3i,妊娠中,pregnant,
"448","gata",,1-2,ガット,Gat,
"449","gatarasa",,1-2,ガタラス,Gataras,
"472","gaura",,1-2,ガウル,Gaur,
"471","gautama",,1-2,ゴータム,Gautam,
"470","gauḍa",,1-2,グード,Goud,
"447","gaṇanīya",,1-2,カウント可能,Countable,
"475","ghana",,1-2,質量,mass,
"480","ghora",,1-2,ゴール,Ghor,
"476","ghātin",,3n,ガーティン,Ghatin,
"477","ghātuka",,1-2,致命的,Fatal,
"479","ghṛta",,1-2,ギー,Ghee,
"478","ghṛṇita",,1-2,おぞましい,Disgusting,
"468","goda",,1-2,ラップ,Lap,
"469","gorūpa",,1-2,Gorup,Gorup,
"474","graiṣma",,1-2,夏,Summer,
"473","grāmya",,1-2,田舎,Rural,
"459","gujarātī",,3i,グジャラティ,Gujarati,
"461","gupta",,1-2,ひみつ,Secret,
"462","guru",,4u,達人,Guru,1
"460","guṇajña",,1-2,好意的,virtuous,
"458","gārhya",,1-2,Garhya,Garhya,
"457","gāḍha",,1-2,厚い,thick,
"465","gūl̤ha",,1-2,グール,Goolh,
"464","gūrta",,1-2,ガート,Gurt,
"463","gūḍha",,1-2,不思議な,Mysterious,
"466","gṛdhra",,1-2,グリッド,grid,
"467","gṛhya",,1-2,家庭,household,
"1533","ha",,1-2,h,h,
"1536","han",,3s,殺す,kill,
"1535","hanana",,1-2,ハナン,Hanan,
"1537","hara",,1-2,毎日,Every,
"1538","hari",,3i,ハリ,Hari,
"1541","harit",,3con,緑,Green,
"1540","harita",,1-2,緑,green,
"1539","hariṇa",,1-2,鹿,Deer,
"1542","harṣaṇa",,1-2,ハルシャン,Harshan,
"1543","harṣita",,1-2,喜んで,Delighted,
"1534","hata",,1-2,帽子,Hat,
"1544","havya",,1-2,ハヴィア,Havya,
"1548","hikkin",,3n,ヒッキン,Hickin,
"1551","hima",,1-2,氷,ice,
"1552","himavat",,4u,ヒマバット,Himavat,
"1549","hita",,1-2,興味,Interests,
"1550","hitakāra",,1-2,恩人,benefactors,
"1547","hiṃsra",,1-2,獲物,prey,
"1558","hrasva",,1-2,短い,Short,
"1554","huta",,1-2,小屋,Hut,
"1545","hārda",,1-2,難しい,Hard,
"1546","hāsya",,1-2,笑い,laughter,
"1553","hīna",,1-2,劣る,inferior,
"1555","hūta",,1-2,フート,Hoot,
"1557","hṛdaya",,1-2,心臓,Heart,
"1556","hṛta",,1-2,フリット,Hrit,
"255","iddhāgni",,3i,Iddhagni,Iddhagni,
"256","ina",,1-2,これらは,These,
"257","indriya",,1-2,感覚,The senses,
"253","ita",,1-2,これ,It,
"254","itara",,1-2,他の,other,
"258","iṣṭa",,1-2,望ましい,Desired,
"501","ja",,1-2,h,h,
"502","jagat",,3con,世界,The world,
"503","jagdha",,1-2,ジャグダ,Jagdha,
"531","jaina",,1-2,ジャイン,Jain,
"511","jala",,1-2,水,Water,
"506","jana",,1-2,彼ら,guys,
"507","janya",,1-2,原動力,generative,
"509","jarat",,3con,ジャラット,Jarat,
"510","jarjara",,1-2,老朽化,Dilapidated,
"512","java",,1-2,オオムギ,Barley,
"508","jaya",,1-2,勝つ,win,
"505","jaṅgala",,1-2,密林,Jungle,
"504","jaṅgama",,1-2,可動,movable,
"530","jenya",,1-2,ジェニー,Jenny,
"519","jihvāmūlīya",,1-2,リンガルルート,lingual root,
"517","jita",,1-2,Jit,Jit,
"518","jitendriya",,1-2,感覚を征服した,conquered the senses,
"525","jugupsu",,4u,ジュグプス,Jugupsu,
"526","juṣṭa",,1-2,ただ,Just,
"536","jvara",,1-2,熱,Fever,
"535","jyogaparuddha",,1-2,Jyogaparuddha,Jyogaparuddha,
"534","jyāyas",,1-2,Jyays,Jyays,
"533","jñānin",,3n,知識がある,Knowledgeable,
"532","jñāta",,1-2,知っていた,knew,
"516","jāla",,1-2,トラップ,trap,
"514","jāta",,1-2,なりました,became,
"515","jātyaratnamaya",,1-2,Jatyaratnamaya,Jatyaratnamaya,
"513","jāṅgala",,1-2,密林,Jungle,
"521","jīrṇa",,1-2,使い古した,Worn out,
"520","jīta",,1-2,勝利,Victory,
"522","jīva",,1-2,生物,Organisms,
"523","jīvana",,1-2,人生,Life,
"524","jīvita",,1-2,生きている,alive,
"527","jū",,4u,ジュ,Ju,
"529","jūrṇa",,1-2,ジャーン,Jurn,
"528","jūta",,1-2,靴,Shoes,
"348","kadru",,4u,カドル,Kadru,
"362","kala",,1-2,"明日 ",Tomorrow,
"366","kalla",,1-2,カル,Kall,
"363","kalpa",,1-2,カルパ,Kalpa,
"364","kalpita",,1-2,イマジナリー,Imaginary,
"365","kalya",,1-2,"明日 ",Tomorrow,
"355","kamala",,1-2,ロータス,Lotus,
"354","kamara",,1-2,ウエスト,Waist,
"356","kampana",,1-2,振動,Vibration,
"357","kampita",,1-2,震え,trembling,
"349","kanaka",,1-2,金,Gold,
"350","kaniṣṭha",,1-2,ジュニア,Junior,
"351","kanīna",,1-2,カニン,Kanin,
"352","kapardin",,3n,カパルディン,Kapardin,
