"4200","aksamicić",aksamic,aksamici,aksamicić,ベルベット,velvet,4,present,0,0
"4201","atamanić",ataman,atamani,atamanić,アタマニック,atamanic,4,present,0,0
"4202","barwić",barw,barwi,barwić,色,color,4,present,0,0
"4203","bazgrolić",bazgrol,bazgroli,bazgrolić,走り書き,scribble,4,present,0,0
"4204","bałaganić",bałagan,bałagani,bałaganić,ぐちゃぐちゃ,mess around,4,present,0,0
"4205","bałwanić",bałwan,bałwani,bałwanić,乱す,disturb,4,present,0,0
"4206","bezcześcić",bezcześc,bezcześci,bezcześcić,冒涜,profane,4,present,0,0
"4207","biedzić",biedz,biedzi,biedzić,走る,to run,4,present,0,0
"4208","bielić",biel,bieli,bielić,白塗り,whitewash,4,present,0,0
"4209","biesić",bies,biesi,biesić,饗宴する,to feast,4,present,0,0
"4210","bliźnić",bliźn,bliźni,bliźnić,ツイン,twin,4,present,0,0
"4211","bogacić",bogac,bogaci,bogacić,豊かにする,enrich,4,present,0,0
"4212","bruździć",bruźdz,bruździ,bruździć,畝間,furrow,4,present,0,0
"4213","brązowić",brązow,brązowi,brązowić,茶色,brown,4,present,0,0
"4214","bębnić",bębn,bębni,bębnić,ビート,beat,4,present,0,0
"4215","błocić",błoc,błoci,błocić,泥だらけ,muddy,4,present,0,0
"4216","błogosławić",błogosław,błogosławi,błogosławić,祝福する,bless,4,present,0,0
"4217","capić",cap,capi,capić,スナッチ,snatch,4,present,0,0
"4218","ceregielić",ceregiel,ceregieli,ceregielić,アド,ado,4,present,0,0
"4219","certolić",certol,certoli,certolić,certolić,certolić,4,present,0,0
"4220","chachmęcić",chachmęc,chachmęci,chachmęcić,波,wave,4,present,0,0
"4221","chruścić",chruśc,chruści,chruścić,割れ目,crack,4,present,0,0
"4222","chrzanić",chrzan,chrzani,chrzanić,丸石,cobble,4,present,0,0
"4223","ciekawić",ciekaw,ciekawi,ciekawić,興味,interest,4,present,0,0
"4224","cielić",ciel,cieli,cielić,子牛,calve,4,present,0,0
"4225","cieśnić",cieśn,cieśni,cieśnić,むせさせる,choke,4,present,0,0
"4226","clić",cl,cli,clić,税関,customs,4,present,0,0
"4227","cwelić",cwel,cweli,cwelić,ティック,tick,4,present,0,0
"4228","cyganić",cygan,cygani,cyganić,浮気,cheat,4,present,0,0
"4229","czadzić",czadz,czadzi,czadzić,逃げる,run away,4,present,0,0
"4230","czcić",czc,czci,czcić,崇拝,worship,4,present,0,0
"4231","czernić",czern,czerni,czernić,黒,black,4,present,0,0
"4232","czerwienić",czerwien,czerwieni,czerwienić,赤くなった,redden,4,present,0,0
"4233","doskonalić",doskonal,doskonali,doskonalić,向上,improve,4,present,0,0
"4234","drwić",drw,drwi,drwić,モック,mock,4,present,0,0
"4235","dwoić",dwo,dwoi,dwoić,ダブル,double,4,present,0,0
"4236","dymić",dym,dymi,dymić,煙,smoke,4,present,0,0
"4237","dzierżawić",dzierżaw,dzierżawi,dzierżawić,リース,lease,4,present,0,0
"4238","dziurawić",dziuraw,dziurawi,dziurawić,穿刺,puncture,4,present,0,0
"4239","gaić",ga,gai,gaić,緑で飾る,adorn with verdure,4,present,0,0
"4240","gacić",gac,gaci,gacić,魅惑,fascine,4,present,0,0
"4241","gapić",gap,gapi,gapić,見詰める,stare,4,present,0,0
"4242","garbić",garb,garbi,garbić,しゃがむ,slouch,4,present,0,0
"4243","gawędzić",gawędz,gawędzi,gawędzić,チャット,chat,4,present,0,0
"4244","gnieździć",gnieźdz,gnieździ,gnieździć,ネスト,nest,4,present,0,0
"4245","gnoić",gno,gnoi,gnoić,腐敗,rot,4,present,0,0
"4246","golić",gol,goli,golić,剃る,shave,4,present,0,0
"4247","gotowić",gotow,gotowi,gotowić,調理する,to cook,4,present,0,0
"4248","gościć",gośc,gości,gościć,主催する,to host,4,present,0,0
"4249","gromić",grom,gromi,gromić,敗走,rout,4,present,0,0
"4250","gromadzić",gromadz,gromadzi,gromadzić,収集,collect,4,present,0,0
"4251","grymasić",grymas,grymasi,grymasić,ふける,indulge,4,present,0,0
"4252","grzmocić",grzmoc,grzmoci,grzmocić,バン,bang,4,present,0,0
"4253","gzić",gz,gzi,gzić,gzić,gzić,4,present,0,0
"4254","głodzić",głodz,głodzi,głodzić,飢え,starve,4,present,0,0
"4255","głowić",głow,głowi,głowić,正面から,head on,4,present,0,0
"4256","hańbić",hańb,hańbi,hańbić,不名誉,dishonor,4,present,0,0
"4257","jarzmić",jarzm,jarzmi,jarzmić,エール,yell,4,present,0,0
"4258","jesienić",jesien,jesieni,jesienić,秋,fall,4,present,0,0
"4259","kaprysić",kaprys,kaprysi,kaprysić,不機嫌,sulk,4,present,0,0
"4260","kiełbasić",kiełbas,kiełbasi,kiełbasić,ソーセージ,sausage,4,present,0,0
"4261","kisić",kis,kisi,kisić,漬物,pickle,4,present,0,0
"4262","kleić",kle,klei,kleić,棒,stick,4,present,0,0
"4263","kminić",kmin,kmini,kminić,クミン,cumin,4,present,0,0
"4264","knocić",knoc,knoci,knocić,バングル,bungle,4,present,0,0
"4265","kocić",koc,koci,kocić,子猫,kitten,4,present,0,0
"4266","kopcić",kopc,kopci,kopcić,煙,smoke,4,present,0,0
"4267","kotwić",kotw,kotwi,kotwić,固定する,to anchor,4,present,0,0
"4268","kpić",kp,kpi,kpić,モック,mock,4,present,0,0
"4269","krasić",kras,krasi,krasić,色,color,4,present,0,0
"4270","krewić",krew,krewi,krewić,シュート,shoot,4,present,0,0
"4271","kreślić",kreśl,kreśli,kreślić,描く,draw,4,present,0,0
"4272","krochmalić",krochmal,krochmali,krochmalić,スターチ,starch,4,present,0,0
"4273","krwawić",krwaw,krwawi,krwawić,ブリード,bleed,4,present,0,0
"4274","krzewić",krzew,krzewi,krzewić,促進する,to promote,4,present,0,0
"4275","krzywić",krzyw,krzywi,krzywić,曲線,curve,4,present,0,0
"4276","krzywdzić",krzywdz,krzywdzi,krzywdzić,危害,harm,4,present,0,0
"4277","kształcić",kształc,kształci,kształcić,教育する,educate,4,present,0,0
"4278","kurwić",kurw,kurwi,kurwić,娼婦,whore,4,present,0,0
"4279","kwiecić",kwiec,kwieci,kwiecić,咲く,bloom,4,present,0,0
"4280","kłębić",kłęb,kłębi,kłębić,うねり,surge,4,present,0,0
"4281","lampić",lamp,lampi,lampić,ランプに,to lamp,4,present,0,0
"4282","maić",ma,mai,maić,緑で飾る,adorn with verdure,4,present,0,0
"4283","mazgaić",mazga,mazgai,mazgaić,snivel,snivel,4,present,0,0
"4284","maścić",maśc,maści,maścić,バター,butter,4,present,0,0
"4285","mdlić",mdl,mdli,mdlić,病気になる,sicken,4,present,0,0
"4286","mendzić",mendz,mendzi,mendzić,つぶやく,mumble,4,present,0,0
"4287","mienić",mien,mieni,mienić,変化する,change,4,present,0,0
"4288","mierzwić",mierzw,mierzwi,mierzwić,フリル,ruffle,4,present,0,0
"4289","migdalić",migdal,migdali,migdalić,移行するには,to migrate,4,present,0,0
"4290","miętosić",miętos,miętosi,miętosić,しわくちゃ,crumple,4,present,0,0
"4291","mulić",mul,muli,mulić,泥,mud,4,present,0,0
"4292","naglić",nagl,nagli,naglić,衝動,urge,4,present,0,0
"4293","narowić",narow,narowi,narowić,落ち着きを与える,make restive,4,present,0,0
"4294","niepokoić",niepoko,niepokoi,niepokoić,わざわざ,to bother,4,present,0,0
"4295","niewolić",niewol,niewoli,niewolić,抑圧する,oppress,4,present,0,0
"4296","nucić",nuc,nuci,nucić,ハム,hum,4,present,0,0
"4297","nudzić",nudz,nudzi,nudzić,退屈,bored,4,present,0,0
"4298","oliwić",oliw,oliwi,oliwić,油,oil,4,present,0,0
"4299","pastwić",pastw,pastwi,pastwić,苦しめる,torment,4,present,0,0
"4300","pieklić",piekl,piekli,pieklić,地獄へ,to hell,4,present,0,0
"4301","pienić",pien,pieni,pienić,フォーム,foam,4,present,0,0
"4302","pierdzielić",pierdziel,pierdzieli,pierdzielić,おなら,fart,4,present,0,0
"4303","piracić",pirac,piraci,piracić,海賊,pirate,4,present,0,0
"4304","piździć",piźdz,piździ,piździć,運転する,to drive,4,present,0,0
"4305","plamić",plam,plami,plamić,染色,stain,4,present,0,0
"4306","plenić",plen,pleni,plenić,すきます,plow,4,present,0,0
"4307","plewić",plew,plewi,plewić,唾を吐く,spit,4,present,0,0
"4308","plugawić",plugaw,plugawi,plugawić,汚す,defile,4,present,0,0
"4309","pocić",poc,poci,pocić,汗,sweat,4,present,0,0
"4310","poufalić",poufal,poufali,poufalić,精通する,familiarize,4,present,0,0
"4311","pościć",pośc,pości,pościć,速い,fast,4,present,0,0
"4312","promienić",promien,promieni,promienić,放射する,radiate,4,present,0,0
"4313","prosić",pros,prosi,prosić,聞く,ask,4,present,0,0
"4314","przyjaźnić",przyjaźn,przyjaźni,przyjaźnić,友達に,be friends,4,present,0,0
"4315","psocić",psoc,psoci,psocić,いたずらをする,make mischief,4,present,0,0
"4316","pylić",pyl,pyli,pylić,ほこり,dust,4,present,0,0
"4317","pysznić",pyszn,pyszni,pysznić,ふりをする,to preen,4,present,0,0
"4318","płowić",płow,płowi,płowić,フェード,fade,4,present,0,0
"4319","raić",ra,rai,raić,パンダー,pander,4,present,0,0
"4320","roić",ro,roi,roić,行う,do,4,present,0,0
"4321","rosić",ros,rosi,rosić,霧雨,drizzle,4,present,0,0
"4322","rozkurwić",rozkurw,rozkurwi,rozkurwić,解く,unravel,4,present,0,0
"4323","rumienić",rumien,rumieni,rumienić,茶色,brown,4,present,0,0
"4324","rzeźbić",rzeźb,rzeźbi,rzeźbić,刻む,carve,4,present,0,0
"4325","rzeźwić",rzeźw,rzeźwi,rzeźwić,いいね,cool,4,present,0,0
"4326","rządzić",rządz,rządzi,rządzić,統治する,govern,4,present,0,0
"4327","różnić",różn,różni,różnić,変化,vary,4,present,0,0
"4328","silić",sil,sili,silić,強い,strong,4,present,0,0
"4329","skąpić",skąp,skąpi,skąpić,スキム,skimp,4,present,0,0
"4330","smolić",smol,smoli,smolić,汚れた,dirty,4,present,0,0
"4331","sposobić",sposob,sposobi,sposobić,好きになる,to like,4,present,0,0
"4332","stronić",stron,stroni,stronić,避ける,avoid,4,present,0,0
"4333","swawolić",swawol,swawoli,swawolić,戯れる,frolic,4,present,0,0
"4334","szczerbić",szczerb,szczerbi,szczerbić,チップ,chip,4,present,0,0
"4335","szczęścić",szczęśc,szczęści,szczęścić,好意,favor,4,present,0,0
"4336","szeleścić",szeleśc,szeleści,szeleścić,ざわめく,rustle,4,present,0,0
"4337","szklić",szkl,szkli,szklić,自慢,brag,4,present,0,0
"4338","szkodzić",szkodz,szkodzi,szkodzić,けが,injure,4,present,0,0
"4339","szkolić",szkol,szkoli,szkolić,訓練,train,4,present,0,0
"4340","szmacić",szmac,szmaci,szmacić,ぼろきれ,rag,4,present,0,0
"4341","szpecić",szpec,szpeci,szpecić,外観を損なう,disfigure,4,present,0,0
"4342","szwabić",szwab,szwabi,szwabić,ルアー,lure,4,present,0,0
"4343","sławić",sław,sławi,sławić,賞賛,praise,4,present,0,0
"4344","tlenić",tlen,tleni,tlenić,酸化する,oxidize,4,present,0,0
"4345","trefić",tref,trefi,trefić,くすぐる,tickle,4,present,0,0
"4346","troić",tro,troi,troić,トリプル,triple,4,present,0,0
"4347","trudnić",trudn,trudni,trudnić,トラブルへ,to trouble,4,present,0,0
"4348","trudzić",trudz,trudzi,trudzić,問題,trouble,4,present,0,0
"4349","trybić",tryb,trybi,trybić,trowel,trowel,4,present,0,0
"4350","trzeźwić",trzeźw,trzeźwi,trzeźwić,地味な,sober,4,present,0,0
"4351","tumanić",tuman,tumani,tumanić,まばゆい,dazzle,4,present,0,0
"4352","tępić",tęp,tępi,tępić,戦闘,combat,4,present,0,0
"4353","tłuścić",tłuśc,tłuści,tłuścić,グリース,grease,4,present,0,0
"4354","waśnić",waśn,waśni,waśnić,喧嘩,quarrel,4,present,0,0
"4355","weselić",wesel,weseli,weselić,元気づける,cheer up,4,present,0,0
"4356","zbroić",zbro,zbroi,zbroić,腕,arm,4,present,0,0
"4357","zielenić",zielen,zieleni,zielenić,緑,green,4,present,0,0
"4358","złocić",złoc,złoci,złocić,ギルド,gild,4,present,0,0
"4359","złościć",złośc,złości,złościć,怒る,get angry,4,present,0,0
"4360","ładzić",ładz,ładzi,ładzić,ロード,load,4,present,0,0
"4361","łakomić",łakom,łakomi,łakomić,よく深い,greedy,4,present,0,0
"4362","łasić",łas,łasi,łasić,子鹿に,to fawn,4,present,0,0
"4363","łatwić",łatw,łatwi,łatwić,簡単にして,make it easy,4,present,0,0
"4364","łoić",ło,łoi,łoić,にじみ出る,ooze,4,present,0,0
"4365","łzawić",łzaw,łzawi,łzawić,水,water,4,present,0,0
"4366","ślepić",ślep,ślepi,ślepić,まばゆい,dazzle,4,present,0,0
"4367","ślinić",ślin,ślini,ślinić,よだれ,drool,4,present,0,0
"4368","śmiecić",śmiec,śmieci,śmiecić,散らかる,littering,4,present,0,0
"4369","świecić",świec,świeci,świecić,輝く,shine,4,present,0,0
"4370","świnić",świn,świni,świnić,豚に,to pig,4,present,0,0
"4371","święcić",święc,święci,święcić,輝く,shine,4,present,0,0
"4372","żmudzić",żmudz,żmudzi,żmudzić,目覚め,awaken,4,present,0,0
"4373","żydzić",żydz,żydzi,żydzić,生きるために,to live,4,present,0,0
"4374","żłobić",żłob,żłobi,żłobić,シャンファー,chamfer,4,present,0,0